,company_permalink,company_name,company_category_code,company_country_code,company_state_code,company_region,company_city,investor_permalink,investor_name,investor_category_code,investor_country_code,investor_state_code,investor_region,investor_city,funding_round_type,funded_at,funded_month,funded_quarter,funded_year, raised_amount_usd ,overview,tag_list,image1,image2,image3,number_of_employees,office_latitude,office_longitude
46,/company/viss,Viss,ecommerce,HKG,,Quarry Bay,Quarry Bay,/company/8-plus-holding,8 Plus Holding,,,,unknown,,angel,5/20/13,2013-05,2013-Q2,2013,,<p>Hong Kong-based social fashion and commerce platform Viss.</p>,"fashion, mobile-commerce, social-commerce, social-media-marketing, stylist, e-commerce",http://api-images.crunchbase.com/assets/images/resized/0026/4777/264777v1-max-150x150.jpg,http://api-images.crunchbase.com/assets/images/resized/0026/4777/264777v1-max-250x250.jpg,http://api-images.crunchbase.com/assets/images/resized/0026/4777/264777v1-max-450x450.jpg,,,
47,/company/sfilatino,sfilatino,ecommerce,ITA,,Milano,milano,/company/99-fahrenheit,99 Fahrenheit,finance,ITA,,Milano,Milano,angel,2/20/12,2012-02,2012-Q1,2012,"100,000",<p>online corporate lightcatering</p>,"catering, food, delivery", , , ,,,
48,/company/spotdock,spotdock,web,USA,NY,New York,NYC,/company/9mmedia-llc,"9mmedia, LLC",,,,unknown,,angel,1/10/12,2012-01,2012-Q1,2012,"600,000","<p>Articles, photos, and videos are shared every day and spotdock brings them all together from multiple social accounts, giving you the easiest way to spot what matters most. </p>
<p>In a world of “more” - more information, more images, more content - we need a simple way to make sense of it all. To pull everything together, filter it down, and then engage with it. spotdock is just that. A simple platform for your content. </p>",,http://api-images.crunchbase.com/assets/images/resized/0020/5545/205545v4-max-150x150.png,http://api-images.crunchbase.com/assets/images/resized/0020/5545/205545v4-max-250x250.png,http://api-images.crunchbase.com/assets/images/resized/0020/5545/205545v4-max-450x450.png,8,,
49,/company/ag-p,AG&P,cleantech,PHL,,TBD,"Muntinlupa City,",/company/a-soriano-corporation,A. Soriano Corporation,finance,PHL,,Makati,Makati,series-c+,7/2/13,2013-07,2013-Q3,2013,"53,000,000","<p>AG&amp;P focuses on the modularization of the world’s largest and most critical infrastructure, such as LNG liquefaction trains, petrochemical plants, refineries, heavy oil installations, power plants and mine processing facilities, from a 150 hectare yard in Batangas, south of Manila. </p>
<p>AG&amp;P employs a few thousand skilled craftsmen and has received numerous safety awards. AG&amp;P fabricates steel and then assembles the steel into modules which comprise final infrastructure, integrates electrical, instrumentation, mechanical and other systems, and then ships these from our deep-seaports that are part of our yards to job sites in North America, Australia, the Pacific, Africa, Europe and the Middle East. AG&amp;P’s modules can be truck-able or train-able or as large as several thousand tons and reach the height of ten-story buildings.</p>
<p>AG&amp;P’s Heavy Fabrication and Assembly Division employs state-of-the-art technologies and practices set against rigid quality and HSE benchmarks, while their Overseas Manpower Division deploys highly-skilled fabrication, construction, engineering, commissioning, maintenance and administrative personnel to customers across the world.</p>",,http://api-images.crunchbase.com/assets/images/resized/0027/0531/270531v1-max-150x150.png,http://api-images.crunchbase.com/assets/images/resized/0027/0531/270531v1-max-250x250.png,http://api-images.crunchbase.com/assets/images/resized/0027/0531/270531v1-max-450x450.png,,13.7572111,121.0581111
50,/company/azure-solutions,Azure Solutions,software,GBR,,London,London,/company/a-g-edwards-sons,A.G. Edwards & Sons,,USA,MO,Saint Louis,St. Louis,venture,6/16/05,2005-06,2005-Q2,2005,"15,000,000","<p>Azure Solutions is the world’s largest revenue assurance company. It is headquartered in London, UK, with employees in Westminster (Colorado), Ipswich, Paris, Frankfurt, Madrid, Barcelona, Islamabad, Kuala Lumpur, Jakarta, Singapore, Sydney, Melbourne and Mexico City. Azure’s end-to-end revenue-assurance product portfolio for current-generation networks includes Data Integrity, Wholesale and Interconnect Billing, International Settlements, Fraud Management, Mediation, Management, Translation and Rating, Event Integrity and Route Optimisation.</p>",,http://api-images.crunchbase.com/assets/images/resized/0044/7228/447228v1-max-150x150.png,http://api-images.crunchbase.com/assets/images/resized/0044/7228/447228v1-max-250x250.png,http://api-images.crunchbase.com/assets/images/resized/0044/7228/447228v1-max-450x450.png,,,
51,/company/fisker,Fisker Automotive,automotive,USA,CA,Los Angeles,Irvine,/company/a123systems,A123 Systems,mobile,USA,MA,Boston,Watertown,private-equity,5/1/10,2010-05,2010-Q2,2010,"189,000,000", , , , , , , , 
52,/company/fisker,Fisker Automotive,automotive,USA,CA,Los Angeles,Irvine,/company/a123systems,A123 Systems,mobile,USA,MA,Boston,Watertown,private-equity,2/22/11,2011-02,2011-Q1,2011,"150,000,000", , , , , , , , 
53,/company/metroflats-com,MetroFlats.com,travel,USA,NJ,Cedar Grove,Cedar Grove,/company/aa-investments,AA Investments,,BMU,,Bermuda - Other,,angel,8/18/10,2010-08,2010-Q3,2010,, , , , , , , , 
54,/company/sportsetter,SportSetter,health,FIN,,Helsinki,Helsinki,/company/aalto-start-up-center,Aalto Start Up Center,,,,unknown,,angel,6/1/12,2012-06,2012-Q2,2012,"67,000","<p>SportSetter help people find health and fitness products and services they’ll love. </p>
<p>SportSetter – International Start-Up dubbed “Spotify of Fitness” from top European financial publication. </p>
<p>What is SportSetter?</p>
<p>For consumers SportSetter is a personalized fitness concierge service. We match great products / services to you and provide trials of services you’ll love. Select a package and receive up to 4 passes per month. SportSetter works with an updated subscription model where users pay $8.99 or $14.99 a month. Additionally we’ve released the first version of SportSetter Social, which has tripled user adoption by allowing people to follow where their friends are getting fit, “gift” passes to friends for free, find friends with the same passes, review feedback, plan events, and much more. </p>
<p>The new “want it” feature allows users to request activities that their friends have tried. “The idea here is to find mutual fitness interests with your friends by discovering what they’re trying and what they like” Co-Founder Niko Karstikko. SportSetter is also a great way for prospective service providers to showcase their product before opening their new facility.  To these prospective service providers we provide a list with a number of customers and their demographics that have clicked “want” on their business. </p>
<p>For Partners</p>
<p>SportSetter is the first platform built to drive health and wellness product trials to the right consumers and turn these experiences into new business, recommendations and reviews. This exciting new branding opportunity is being utilized by our partners to attract new pre-qualified customers to their facilities with zero effort and no out of pocket costs.</p>
<p>Unlike the daily deal business we provide a continuous stream of pre-qualified leads to our partners. We also have a complete understanding of our members, which enables us to remove all activity pricing from our application. Our partners will never be advertised with 75% off coupons nor will their service ever be devalued like most daily-deal applications. Our users experiencing these new activities know they can afford the service being offered based on their profile submitted at sign-up.  </p>
<p>The company recently engaged in a  €200,000 project by Tekes, the Finish Funding Agency for Technology and Innovation to continue development of our “proprietary matching intelligence”. Amazon does it for products, Spotify does it for Music, and it’s our mission to provide this to the health and fitness sector. </p>
<p>SportSetter is live in Helsinki with over 70 Partners and thousands of users. “We are rapidly acquiring new partnerships everyday in Manhattan and the surrounding boroughs in preparation for our New York City Launch”  - Co-founder Trevor Ferguson. Future cities will be announced soon. We are cloud, mobile, social, purposeful and fun. What’s not to like? Join In! </p>","sports, fitness, personal-health, health-and-wellness",http://api-images.crunchbase.com/assets/images/resized/0025/0473/250473v5-max-150x150.png,http://api-images.crunchbase.com/assets/images/resized/0025/0473/250473v5-max-250x250.png,http://api-images.crunchbase.com/assets/images/resized/0025/0473/250473v5-max-450x450.png,10,60.1529934,24.9252705
55,/company/peerz,Peerz,web,NLD,,Amsterdam,Amsterdam,/company/aamigoo-com,AamigoO.com,,,,unknown,,angel,1/14/10,2010-01,2010-Q1,2010,"144,860","<p>Peerz is a revolutionary way of getting insight into your qualities. Peerz uses the opinion of your peers to construct an objective, positive and constructive profile of your strengths.</p>
<p>Peerz creates a profile of those characteristics that stand out the most. This implies that Peerz approaches individuals from a positive perspective. We don’t say what you can or cannot do but we tell you what characterizes you. All based on the idea  that those characteristics determine who you are and where you fit best.</p>
<p>Our tool is based on the RIASEC Model of Holland. The model is a well-known scientific and often used tool for helping individuals choosing career paths and defining working environments in which they will feel happy by nature. </p>","hr, peer-review, 360, assessment, qualities, soft-skills, happiness",http://api-images.crunchbase.com/assets/images/resized/0021/7709/217709v2-max-150x150.png,http://api-images.crunchbase.com/assets/images/resized/0021/7709/217709v2-max-250x250.png,http://api-images.crunchbase.com/assets/images/resized/0021/7709/217709v2-max-450x450.png,5,52.3003155,4.9409069
56,/company/mesocoat,MesoCoat,nanotech,USA,OH,Cleveland,Euclid,/company/abakan-inc,Abakan,cleantech,USA,FL,Miami,Miami,venture,12/14/09,2009-12,2009-Q4,2009,,"<p>MesoCoat, Inc. is a new start-up company that is currently involved in the development of coatings for applications ranging from high-end aerospace applications to coatings for infrastructure such as roads and bridges. </p>",,http://api-images.crunchbase.com/assets/images/resized/0006/9728/69728v1-max-150x150.jpg,http://api-images.crunchbase.com/assets/images/resized/0006/9728/69728v1-max-250x250.jpg,http://api-images.crunchbase.com/assets/images/resized/0006/9728/69728v1-max-450x450.jpg,,,
57,/company/trilliant,Trilliant,hardware,USA,CA,SF Bay,Redwood City,/company/abb,ABB,cleantech,CHE,,Zurich,Zurich,series-b,7/15/10,2010-07,2010-Q3,2010,"106,000,000","<p>Trilliant is a leader in delivering intelligent networks that enable the transition to the Smart Grid.  Trilliant offers a combination of hardware, software and services that serve as the nervous system of the Smart Grid.  </p>
<p>Since its founding in 1985, the company has been a leading innovator in the delivery and implementation of advanced metering infrastructure (AMI), demand response, and grid management solutions.  </p>
<p>Trilliant also offers installation, program management and meter revenue cycle services.  </p>
<p>Trilliant focuses on providing an array of flexible and robust options for utility companies, ranging from meter, network and IT infrastructures to full or hybrid outsource models.  </p>
<p>Trilliant has more than 100 utility customers including Duke Energy, E.ON US (Louisville Gas &amp; Electric), Hydro One, Hydro Quebec, 
Jamaica Public Service Company Limited, Milton Hydro, Northeast Utilities, PowerStream, Public Service Electric &amp; Gas, San Diego Gas &amp; Electric, Toronto Hydro Electric System Ltd., and Union Gas.  </p>
<p>The company is privately owned.</p>",smart-grid,http://api-images.crunchbase.com/assets/images/resized/0002/3856/23856v4-max-150x150.png,http://api-images.crunchbase.com/assets/images/resized/0002/3856/23856v4-max-250x250.png,http://api-images.crunchbase.com/assets/images/resized/0002/3856/23856v4-max-450x450.png,,37.535876,-122.257331
58,/company/power-assure,Power Assure,network_hosting,USA,CA,SF Bay,Santa Clara,/company/abb,ABB,cleantech,CHE,,Zurich,Zurich,venture,9/20/10,2010-09,2010-Q3,2010,"1,500,000","<p>Power Assure develops and delivers business automation software that reduces energy use and carbon emissions in commercial, corporate, and government data centers. The company’s software platform intelligently manages data center server capacity in real time, maintaining required service levels at optimum efficiency and lowest total cost.</p>",,http://api-images.crunchbase.com/assets/images/resized/0005/4680/54680v3-max-150x150.png,http://api-images.crunchbase.com/assets/images/resized/0005/4680/54680v3-max-250x250.png,http://api-images.crunchbase.com/assets/images/resized/0005/4680/54680v3-max-450x450.png,,37.368855,-121.968115
59,/company/pentalum-technologies,Pentalum Technologies,cleantech,ISR,,Rehovot,Rehovot,/company/abb,ABB,cleantech,CHE,,Zurich,Zurich,venture,11/17/10,2010-11,2010-Q4,2010,,"<p>Pentalum develops the SpiDAR: 
a revolutionary, cost effective, patent pending, wind LiDAR (Light Detection And Ranging) system, for remote sensing of wind. The system targets all three main wind farm applications: Wind resource assessment, Wind farm operation optimization and Wind forecasting.</p>
<p>Pentalum is a privately held company, funded by VCs and headed by highly experienced entrepreneurs, professionals in optics, fluid mechanics and atmospheric remote sensing.</p>
<p>Pentalum Technologies Inc. was incorporated in 2009 and is based in Rehovot, Israel.</p>",,http://api-images.crunchbase.com/assets/images/resized/0010/6205/106205v8-max-150x150.png,http://api-images.crunchbase.com/assets/images/resized/0010/6205/106205v8-max-250x250.png,http://api-images.crunchbase.com/assets/images/resized/0010/6205/106205v8-max-450x450.png,,,
60,/company/aquamarine-power,Aquamarine Power,cleantech,GBR,,Edinburgh,Edinburgh,/company/abb,ABB,cleantech,CHE,,Zurich,Zurich,venture,11/24/10,2010-11,2010-Q4,2010,"17,400,000","<p>Aquamarine Power is a wave energy company, with head offices in Edinburgh, Scotland and further operations in Orkney and Northern Ireland.  The company is currently developing its flagship technology, an innovative hydro-electric wave energy converter, known as Oyster.  Aquamarine Powerâ€™s goal is to develop commercial Oyster wave farms around the world.</p>
<p>The first demonstration-scale Oyster has been successfully deployed at sea at the European Marine Energy Centre (EMEC) in Orkney, Scotland and was officially launched by Scotland’s First Minister Alex Salmond MP, MSP in November 2009 when it began producing power to the National Grid to power homes in Orkney and beyond.  Oyster’s performance is now being monitored and the results from the testing will provide a basis for the design of the next-generation commercial-scale Oyster 2.</p>",,http://api-images.crunchbase.com/assets/images/resized/0011/1650/111650v1-max-150x150.png,http://api-images.crunchbase.com/assets/images/resized/0011/1650/111650v1-max-250x250.png,http://api-images.crunchbase.com/assets/images/resized/0011/1650/111650v1-max-450x450.png,,,
61,/company/trilliant,Trilliant,hardware,USA,CA,SF Bay,Redwood City,/company/abb,ABB,cleantech,CHE,,Zurich,Zurich,venture,12/21/10,2010-12,2010-Q4,2010,,"<p>Trilliant is a leader in delivering intelligent networks that enable the transition to the Smart Grid.  Trilliant offers a combination of hardware, software and services that serve as the nervous system of the Smart Grid.  </p>
<p>Since its founding in 1985, the company has been a leading innovator in the delivery and implementation of advanced metering infrastructure (AMI), demand response, and grid management solutions.  </p>
<p>Trilliant also offers installation, program management and meter revenue cycle services.  </p>
<p>Trilliant focuses on providing an array of flexible and robust options for utility companies, ranging from meter, network and IT infrastructures to full or hybrid outsource models.  </p>
<p>Trilliant has more than 100 utility customers including Duke Energy, E.ON US (Louisville Gas &amp; Electric), Hydro One, Hydro Quebec, 
Jamaica Public Service Company Limited, Milton Hydro, Northeast Utilities, PowerStream, Public Service Electric &amp; Gas, San Diego Gas &amp; Electric, Toronto Hydro Electric System Ltd., and Union Gas.  </p>
<p>The company is privately owned.</p>",smart-grid,http://api-images.crunchbase.com/assets/images/resized/0002/3856/23856v4-max-150x150.png,http://api-images.crunchbase.com/assets/images/resized/0002/3856/23856v4-max-250x250.png,http://api-images.crunchbase.com/assets/images/resized/0002/3856/23856v4-max-450x450.png,,37.535876,-122.257331
62,/company/ecotality,ECOtality,cleantech,USA,CA,SF Bay,San Francisco,/company/abb,ABB,cleantech,CHE,,Zurich,Zurich,venture,1/9/11,2011-01,2011-Q1,2011,"10,000,000","<p>Ecotality, Inc., through its subsidiaries, offers clean electric transportation and storage technology solutions. The company provides electric vehicle infrastructure products and solutions that are used in on-road grid-connected vehicles, material handling, and airport electric ground support applications. It engages in the development, manufacture, assembly, and sale of specialty solar products, advanced battery systems, and hydrogen and fuel cell systems. The company offers renewable energy solar modules and thin-sealed rechargeable batteries for solar energy products and off-grid power; energy engineering services, such as hydrogen, solar, battery, coal gasification, and energy delivery infrastructure; eTec SuperCharge fast charge systems for electric vehicles; Minit-Charger fast charge systems that allow material handling equipment to convert to electric power systems that can be charged conveniently; and Hydrality technology, a reactor system that stores and delivers hydrogen on-demand using magnesium compounds and water. It also offers charging systems for on-road grid-connected electric vehicles; bridge power manager systems; hydrogen internal combustion engine vehicle conversions; industrial battery systems; solar products for consumer, emergency response programs, and remote power systems; and third-party hydrogen and education related products. In addition, the company provides consulting services on educational programs, as well as offers demonstration kits, educational materials, fuel cell systems, and component parts. It serves commercial, industrial, institutional, governmental, and utility customers. The company was formerly known as Alchemy Enterprises, Ltd. and changed its name to ECOtality, Inc. in November 2006. ECOtality was founded in 1999 and is headquartered in San Francisco, California.</p>",,http://api-images.crunchbase.com/assets/images/resized/0006/6184/66184v1-max-150x150.jpg,http://api-images.crunchbase.com/assets/images/resized/0006/6184/66184v1-max-250x250.jpg,http://api-images.crunchbase.com/assets/images/resized/0006/6184/66184v1-max-450x450.jpg,455,,
63,/company/aquamarine-power,Aquamarine Power,cleantech,GBR,,Edinburgh,Edinburgh,/company/abb,ABB,cleantech,CHE,,Zurich,Zurich,venture,9/30/11,2011-09,2011-Q3,2011,"10,906,479","<p>Aquamarine Power is a wave energy company, with head offices in Edinburgh, Scotland and further operations in Orkney and Northern Ireland.  The company is currently developing its flagship technology, an innovative hydro-electric wave energy converter, known as Oyster.  Aquamarine Powerâ€™s goal is to develop commercial Oyster wave farms around the world.</p>
<p>The first demonstration-scale Oyster has been successfully deployed at sea at the European Marine Energy Centre (EMEC) in Orkney, Scotland and was officially launched by Scotland’s First Minister Alex Salmond MP, MSP in November 2009 when it began producing power to the National Grid to power homes in Orkney and beyond.  Oyster’s performance is now being monitored and the results from the testing will provide a basis for the design of the next-generation commercial-scale Oyster 2.</p>",,http://api-images.crunchbase.com/assets/images/resized/0011/1650/111650v1-max-150x150.png,http://api-images.crunchbase.com/assets/images/resized/0011/1650/111650v1-max-250x250.png,http://api-images.crunchbase.com/assets/images/resized/0011/1650/111650v1-max-450x450.png,,,
64,/company/evalve,Evalve,medical,USA,CA,SF Bay,Menlo Park,/company/abbott,Abbott Labs,biotech,USA,IL,Chicago,Des Plaines,series-c+,11/27/07,2007-11,2007-Q4,2007,"60,000,000","<p>Evalve, Inc. engages in the design, development, manufacture, and marketing of devices that enable the repair of cardiac valves. It provides a non-surgical mitral valve repair system consisting of a steerable guide catheter, a clip delivery system, and an implant device that is used by interventional cardiologists to reduce mitral regurgitation. The company was incorporated in 1999 and is based in Menlo Park, California.</p>",,http://api-images.crunchbase.com/assets/images/resized/0006/0050/60050v1-max-150x150.jpg,http://api-images.crunchbase.com/assets/images/resized/0006/0050/60050v1-max-250x250.jpg,http://api-images.crunchbase.com/assets/images/resized/0006/0050/60050v1-max-450x450.jpg,,,
65,/company/ovalis,Ovalis,biotech,USA,CA,SF Bay,Mountain View,/company/abbott,Abbott Labs,biotech,USA,IL,Chicago,Des Plaines,series-b,1/30/07,2007-01,2007-Q1,2007,"6,600,000","<p>Ovalis is a biotechnology company that develops catheter-based medical devices for the repair of cardiovascular defects.The company is based in Mountain View, California.</p>",, , , ,,,
66,/company/alvine-pharmaceuticals,Alvine Pharmaceuticals,biotech,USA,CA,SF Bay,San Carlos,/company/abbvie,AbbVie,biotech,USA,IL,Chicago,Chicago,private-equity,5/14/13,2013-05,2013-Q2,2013,"70,000,000","<p>Alvine Pharmaceuticals, Inc. is a privately held biopharmaceutical company dedicated to developing and commercializing therapeutics for autoimmune/gastrointestinal diseases. Alvine’s lead product candidate, ALV003, is a combination protease engineered to digest gluten. It is being developed to treat patients with celiac disease.</p>",,http://api-images.crunchbase.com/assets/images/resized/0005/9221/59221v1-max-150x150.jpg,http://api-images.crunchbase.com/assets/images/resized/0005/9221/59221v1-max-250x250.jpg,http://api-images.crunchbase.com/assets/images/resized/0005/9221/59221v1-max-450x450.jpg,,,
67,/company/avaxia-biologics,Avaxia Biologics,biotech,USA,MA,Boston,Lexington,/company/abbvie,AbbVie,biotech,USA,IL,Chicago,Chicago,series-b,6/7/13,2013-06,2013-Q2,2013,"11,500,000","<p>Avaxia Biologics (www.avaxiabiologics.com) is a private, early stage company developing orally-delivered antibody therapeutics using a proprietary antibody platform. The company is pursuing products for oral mucositis, inflammatory bowel disease, and diabetes and obesity.</p>
<p>Avaxia’s lead product is a proprietary anti-TNF antibody to be administered to the oral cavity of patients suffering from mucositis. The antibody is designed to reduce the pain and ulceration associated with this serious side effect of cancer treatment. Avaxia is also developing a proprietary anti-TNF antibody to be administered orally to patients suffering from inflammatory bowel disease. Avaxia is also conducting discovery programs in the field of diabetes and obesity, targeting critical intestinal receptors associated with glucose metabolism.</p>",,http://api-images.crunchbase.com/assets/images/resized/0016/1874/161874v1-max-150x150.png,http://api-images.crunchbase.com/assets/images/resized/0016/1874/161874v1-max-250x250.png,http://api-images.crunchbase.com/assets/images/resized/0016/1874/161874v1-max-450x450.png,,,
68,/company/aurasense-therapeutics,AuraSense Therapeutics,biotech,USA,IL,Chicago,Evanston,/company/abbvie,AbbVie,biotech,USA,IL,Chicago,Chicago,series-b,7/31/13,2013-07,2013-Q3,2013,,"<p>AuraSense Therapeutics, LLC is a privately held biopharmaceutical company founded by Professors Chad A.
Mirkin and C. Shad Thaxton at Northwestern University. The Company is dedicated to developing and commercializing spherical nucleic acid (SNA™) conjugates. Its proprietary SNA constructs possess unparalleled biocompatibility and versatility as therapeutics, and they hold great promise for combating the
world’s most threatening diseases. The Company’s SNA technology overcomes the most difficult obstacles to gene regulation: genetic targeting with safe and effective in vivo performance.</p>",,http://api-images.crunchbase.com/assets/images/resized/0017/2266/172266v1-max-150x150.png,http://api-images.crunchbase.com/assets/images/resized/0017/2266/172266v1-max-250x250.png,http://api-images.crunchbase.com/assets/images/resized/0017/2266/172266v1-max-450x450.png,,,
69,/company/librarything,LibraryThing,web,USA,ME,Portland,Portland,/company/abebooks,AbeBooks,web,CAN,,Victoria,Victoria,series-a,5/16/06,2006-05,2006-Q2,2006,,"<p>LibraryThing is an online service to help people catalog their books. The catalog can be accessed from anywhere—including mobile phones. LibraryThing also connects people with the same books, comes up with suggestions for what to read next, and so forth.</p>",,http://api-images.crunchbase.com/assets/images/resized/0002/3201/23201v2-max-150x150.png,http://api-images.crunchbase.com/assets/images/resized/0002/3201/23201v2-max-250x250.png,http://api-images.crunchbase.com/assets/images/resized/0002/3201/23201v2-max-450x450.png,10,43.65467,-70.262434
70,/company/heliovolt,HelioVolt,cleantech,USA,TX,Austin,Austin,/company/abengoa-solar,Abengoa Solar,cleantech,ESP,,Sevilla,Sevilla,series-b,10/23/07,2007-10,2007-Q4,2007,"101,000,000","<p>HelioVolt’s FASST process eliminates the expense of slicing photovoltaic circuits and assembling individual solar cells into modules. Its line of integrated platform circuits can be adapted to a range of sizes and shapes and applied to almost any construction material including glass, steel, metal, composites and some polymers. Resultant solar cells are thinner, easier and cheaper to manufacture than silicon panels.</p>","cleantech, solarcells",http://api-images.crunchbase.com/assets/images/resized/0000/2833/2833v1-max-150x150.png,http://api-images.crunchbase.com/assets/images/resized/0000/2833/2833v1-max-250x250.png,http://api-images.crunchbase.com/assets/images/resized/0000/2833/2833v1-max-450x450.png,,30.216908,-97.685078
71,/company/mindset-studio,Mindset Studio,games_video,ARG,,Buenos Aires,Buenos Aires,/company/abexa,Abexa,,,,unknown,,angel,12/1/10,2010-12,2010-Q4,2010,"250,000","<p>Mindset Studio connects the world through the next generation of social games.</p>
<p>Mindset Studio was founded in January 2007 by Franco Breciano, CEO and Hernan Liendo, CTO. It started as a software factory offering consulting and software developing services. In January 2009, the company moved to the niche market of advertising and entertainment, and during the last 2 years, has amassed an impressive clientele, developing apps &amp; games for advertisers and media companies such as Cartoon Network, Boomerang, Tang, Personal, Fiat, MTV. The company</p>
<p>The company established itâ€™s own Research &amp; Development department with the objective of creating new technology applied to the gaming industry. </p>
<p>FunboxÂ® is the Multiplatform Social Gaming Engine used at Mindset Studio, enabling the technology team to reduce 30% time to market &amp; development costs.</p>
<p>PhotoAvatarÂ® is a powerful yet easy-to-use platform enabling users to upload a head-shot to create a 3d realistic avatar in any online game.</p>
<p>On January 2011 the company was selected as 1 of only 13 companies of Argentina to go on a commercial mission to Silicon Valley.</p>
<p>Mindset Studio is headquartered in Buenos Aires, Argentina and has a Business Development office in New York.</p>","social-gaming, social-apps, advergaming, 3d-avatars",http://api-images.crunchbase.com/assets/images/resized/0011/4961/114961v6-max-150x150.jpg,http://api-images.crunchbase.com/assets/images/resized/0011/4961/114961v6-max-250x250.jpg,http://api-images.crunchbase.com/assets/images/resized/0011/4961/114961v6-max-450x450.jpg,20,,
72,/company/brash-entertainment,Brash Entertainment,games_video,,,unknown,,/company/abry-partners,ABRY Partners,other,USA,MA,Boston,Boston,private-equity,6/3/07,2007-06,2007-Q2,2007,"400,000,000","<p>Launched in June 2007 Brash Entertainment is an entertainment company laser-focused on becoming the leading publisher of high quality theatrical-based video games. By bringing together Hollywood’s brightest creative talent and the game industry’s most innovative independent game development studios, Brash’s experienced production team will realize the full potential of today’s most popular films and television shows.</p>",,http://api-images.crunchbase.com/assets/images/resized/0003/3586/33586v1-max-150x150.png,http://api-images.crunchbase.com/assets/images/resized/0003/3586/33586v1-max-250x250.png,http://api-images.crunchbase.com/assets/images/resized/0003/3586/33586v1-max-450x450.png,, , 
73,/company/quovadis,QuoVadis,web,BMU,,Hamilton,Hamilton,/company/abry-partners,ABRY Partners,other,USA,MA,Boston,Boston,venture,7/10/07,2007-07,2007-Q3,2007,"15,000,000","<p>QuoVadis Limited provides online identity certification services in Bermuda. The company offers identity management services, such as digital certificate, root signing, trusted time-stamp, and managed secureID services; and security services, including sentry monitoring, sweeper message management, and vulnerability scanning services, as well as managed devices. It also provides availability and continuity services, such as secure centre, data vault backup, work area recovery, system recovery, and advanced availability services. The companyâ€™s secure centre services include onsite customer control centre, transition support and configuration assistance, network security, sentry monitoring and response, and managed data backup services. In addition, it offers professional services, such as public key infrastructure consulting and security consulting services. The company serves financial service, insurance, and retail sectors. </p>
<p>The company has additional operations in Switzerland, Holland, the United Kingdom, and New Zealand. QuoVadis Limited was founded in 1999 and is based in Hamilton, Bermuda.</p>",,http://api-images.crunchbase.com/assets/images/resized/0007/7576/77576v1-max-150x150.png,http://api-images.crunchbase.com/assets/images/resized/0007/7576/77576v1-max-250x250.png,http://api-images.crunchbase.com/assets/images/resized/0007/7576/77576v1-max-450x450.png,,,
74,/company/airband-communications-holdings,Airband Communications Holdings,mobile,USA,TX,Dallas,Dallas,/company/abry-partners,ABRY Partners,other,USA,MA,Boston,Boston,venture,8/11/11,2011-08,2011-Q3,2011,"20,000,000","<p>Airband Communications is the largest WiMAX fixed-wireless provider serving businesses in the United States. They deliver a comprehensive portfolio of high-bandwidth and managed solutions over one of the industry’s most scalable last-mile networks.</p>
<p>Founded in 2000, Airband built its wholly-owned network to bypass the local phone and cable companies, providing customers with faster install times, unmatched scalability and complete path redundancy from the traditional wireline infrastructure. Today, Airband provides service in 14 markets and is expanding quickly.</p>
<p>Airband is managed by a senior leadership team that is focused on providing an exceptional customer experience for every single customer. Their employees are passionate about delivering the results businesses are looking for. Airband are known and respected for their local support staff, exemplary service and customer responsiveness and serve more than 3,500 businesses nationwide.</p>",,http://api-images.crunchbase.com/assets/images/resized/0003/4152/34152v2-max-150x150.png,http://api-images.crunchbase.com/assets/images/resized/0003/4152/34152v2-max-250x250.png,http://api-images.crunchbase.com/assets/images/resized/0003/4152/34152v2-max-450x450.png,,32.948733,-96.827495
75,/company/xand,Xand,software,USA,NY,New York,Hawthorne,/company/abry-partners,ABRY Partners,other,USA,MA,Boston,Boston,other,9/12/13,2013-09,2013-Q3,2013,"200,000,000","<p>Xand is a premier facilities-based provider of data center managed services and technology solutions for clients requiring exceptional uptime, performance and support for mission-critical business operations. Since 1999, Xand has designed, built, and managed IT infrastructure services which allow enterprises to maximize their critical application performance and availability. Xand offers cost-efficient, custom designed solutions tailored to meet any organization’s requirements via colocation, cloud, enterprise hosting, managed services, business continuity/disaster recovery, and wide area networking platforms. These services and more are delivered across all of Xand’s best-in-class facilities, utilizing superior engineering expertise and unparalleled commitment to customer service to consistently deliver excellence.</p>",,http://api-images.crunchbase.com/assets/images/resized/0032/5887/325887v1-max-150x150.jpg,http://api-images.crunchbase.com/assets/images/resized/0032/5887/325887v1-max-250x250.jpg,http://api-images.crunchbase.com/assets/images/resized/0032/5887/325887v1-max-450x450.jpg,,,
